Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HMBXT03.5U2A,standard SUV,5,18,22,19,4,No,457
MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HMBXT03.5U2A,standard SUV,6,18,22,19,4,No,457
MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HMBXT03.5U2B,standard SUV,6,18,22,19,4,No,457
MERCEDES-BENZ GLE400 4Matic,3,6,Auto-9,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HMBXT03.0U2B,standard SUV,5,18,23,20,4,No,445
MERCEDES-BENZ GLE400 4Matic,3,6,Auto-9,4WD,Gasoline,CA,U2,California LEV-II ULEV,HMBXT03.0U2B,standard SUV,6,18,23,20,4,No,445
MERCEDES-BENZ GLS450 4Matic,3,6,Auto-9,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HMBXT03.0U2B,standard SUV,5,17,22,19,4,No,477
MERCEDES-BENZ GLS450 4Matic,3,6,Auto-9,4WD,Gasoline,CA,U2,California LEV-II ULEV,HMBXT03.0U2B,standard SUV,6,17,22,19,4,No,477
MERCEDES-BENZ GLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,HMBXT05.5U2A,standard SUV,5,14,18,16,2,No,562
MERCEDES-BENZ GLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,CA,U2,California LEV-II ULEV,HMBXT05.5U2A,standard SUV,6,14,18,16,2,No,562
MERCEDES-BENZ Maybach S600,6,12,Auto-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HMBXJ06.0U2A,large car,6,13,21,16,2,No,565
MERCEDES-BENZ Maybach S600,6,12,Auto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HMBXJ06.0U2A,large car,6,13,21,16,2,No,565
MERCEDES-BENZ S550,4.7,8,Auto-9,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HMBXV05.5U2A,large car,5,17,26,20,4,No,432
MERCEDES-BENZ S550,4.7,8,Auto-9,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HMBXV05.5U2A,small car,5,17,25,20,4,No,445
MERCEDES-BENZ S550,4.7,8,Auto-9,2WD,Gasoline,CA,U2,California LEV-II ULEV,HMBXV05.5U2A,large car,6,17,26,20,4,No,432
MERCEDES-BENZ S550,4.7,8,Auto-9,2WD,Gasoline,CA,U2,California LEV-II ULEV,HMBXV05.5U2A,small car,6,17,25,20,4,No,445
MERCEDES-BENZ S550 4Matic,4.7,8,Auto-9,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HMBXV05.5U2A,large car,5,16,25,20,4,No,452
MERCEDES-BENZ S550 4Matic,4.7,8,Auto-9,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HMBXV05.5U2A,small car,5,17,25,20,4,No,443
MERCEDES-BENZ S550 4Matic,4.7,8,Auto-9,4WD,Gasoline,CA,U2,California LEV-II ULEV,HMBXV05.5U2A,large car,6,16,25,20,4,No,452
MERCEDES-BENZ S550 4Matic,4.7,8,Auto-9,4WD,Gasoline,CA,U2,California LEV-II ULEV,HMBXV05.5U2A,small car,6,17,25,20,4,No,443
MERCEDES-BENZ S600,6,12,Auto-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HMBXJ06.0U2A,large car,6,13,22,16,2,No,547
MERCEDES-BENZ S600,6,12,Auto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HMBXJ06.0U2A,large car,6,13,22,16,2,No,547
MERCEDES-BENZ S65 AMG,6,12,Auto-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HMBXJ06.0U2A,small car,6,14,21,16,2,No,542
MERCEDES-BENZ S65 AMG,6,12,Auto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HMBXJ06.0U2A,small car,6,14,21,16,2,No,542
MERCEDES-BENZ SL450,3,6,Auto-9,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HMBXV03.0U2A,small car,5,20,28,23,5,No,383
MERCEDES-BENZ SL450,3,6,Auto-9,2WD,Gasoline,CA,U2,California LEV-II ULEV,HMBXV03.0U2A,small car,6,20,28,23,5,No,383
MERCEDES-BENZ SL550,4.7,8,Auto-9,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HMBXV05.5U2A,small car,5,17,25,20,4,No,442
MERCEDES-BENZ SL550,4.7,8,Auto-9,2WD,Gasoline,CA,U2,California LEV-II ULEV,HMBXV05.5U2A,small car,6,17,25,20,4,No,442
MERCEDES-BENZ SLC300,2,4,Auto-9,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HMBXV02.0U2A,small car,6,25,32,27,6,No,324
MERCEDES-BENZ SLC300,2,4,Auto-9,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HMBXV02.0U2A,small car,6,25,32,27,6,No,324
MINI Cooper Clubman,1.5,4,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV01.5M36,midsize car,9,25,34,28,6,No,317
MINI Cooper Clubman,1.5,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV01.5M36,midsize car,8,25,34,28,6,No,317
MINI Cooper Clubman,1.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV01.5M36,midsize car,9,25,33,28,6,No,317
MINI Cooper Clubman,1.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV01.5M36,midsize car,8,25,33,28,6,No,317
MINI Cooper Convertible,1.5,4,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV01.5M36,small car,9,28,37,32,7,Yes,281
MINI Cooper Convertible,1.5,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV01.5M36,small car,8,28,37,32,7,Yes,281
MINI Cooper Convertible,1.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV01.5M36,small car,9,27,36,30,7,Yes,294
MINI Cooper Convertible,1.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV01.5M36,small car,8,27,36,30,7,Yes,294
MINI Cooper Hardtop,1.5,4,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV01.5M36,small car,9,28,37,32,7,Yes,281
MINI Cooper Hardtop,1.5,4,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV01.5M36,small car,9,28,38,32,7,Yes,282
MINI Cooper Hardtop,1.5,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV01.5M36,small car,8,28,37,32,7,Yes,281
MINI Cooper Hardtop,1.5,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV01.5M36,small car,8,28,38,32,7,Yes,282
MINI Cooper Hardtop,1.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV01.5M36,small car,9,27,36,30,7,Yes,294
MINI Cooper Hardtop,1.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV01.5M36,small car,8,27,36,30,7,Yes,294
MINI Cooper S Clubman,2,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0M46,midsize car,9,23,33,27,6,No,329
MINI Cooper S Clubman,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0M46,midsize car,8,23,33,27,6,No,329
MINI Cooper S Clubman ,2,4,Man-6,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0M46,midsize car,9,21,30,24,5,No,366
MINI Cooper S Clubman ,2,4,Man-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0M46,midsize car,8,21,30,24,5,No,366
MINI Cooper S Clubman ,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0M46,midsize car,9,22,31,26,6,No,346
MINI Cooper S Clubman ,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0M46,midsize car,8,22,31,26,6,No,346
MINI Cooper S Convertible,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0M46,small car,9,23,32,26,6,No,337
MINI Cooper S Convertible,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0M46,small car,8,23,32,26,6,No,337
MINI Cooper S Convertible,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0M46,small car,9,25,33,28,6,No,315
MINI Cooper S Convertible,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0M46,small car,8,25,33,28,6,No,315
MINI Cooper S Hardtop,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0M46,small car,9,23,32,26,6,No,337
MINI Cooper S Hardtop,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0M46,small car,8,23,32,26,6,No,337
MINI Cooper S Hardtop,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30/PZEV,California LEV-III SULEV30/PZEV,HBMXV02.0M46,small car,9,25,32,28,6,No,316
MINI Cooper S Hardtop,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,HBMXV02.0M46,small car,8,25,32,28,6,No,316
MINI John Cooper Works Convertible,2,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXV02.0M48,small car,6,22,31,25,5,No,349
MINI John Cooper Works Convertible,2,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HBMXV02.0M48,small car,6,22,31,25,5,No,349
MINI John Cooper Works Convertible,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXV02.0M48,small car,6,24,32,27,6,No,327
MINI John Cooper Works Convertible,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HBMXV02.0M48,small car,6,24,32,27,6,No,327
MINI John Cooper Works Hardtop,2,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXV02.0M48,small car,6,23,32,26,6,No,337
MINI John Cooper Works Hardtop,2,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HBMXV02.0M48,small car,6,23,32,26,6,No,337
MINI John Cooper Works Hardtop,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HBMXV02.0M48,small car,6,25,32,28,6,No,316
MINI John Cooper Works Hardtop,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HBMXV02.0M48,small car,6,25,32,28,6,No,316
MITSUBISHI Lancer,2,4,Man-5,2WD,Gasoline,CA,L2,California LEV-II LEV,HMTXV02.4G9X,small car,5,24,33,28,6,No,322
MITSUBISHI Lancer,2,4,Man-5,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HMTXV02.4G9X,small car,5,24,33,28,6,No,322
MITSUBISHI Lancer,2,4,SCV-6,2WD,Gasoline,CA,L2,California LEV-II LEV,HMTXV02.4G9X,small car,5,27,34,30,7,Yes,295
MITSUBISHI Lancer,2,4,SCV-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HMTXV02.4G9X,small car,5,27,34,30,7,Yes,295
MITSUBISHI Lancer,2.4,4,SCV-6,4WD,Gasoline,CA,L2,California LEV-II LEV,HMTXV02.4G9X,small car,5,23,30,26,6,No,343
MITSUBISHI Lancer,2.4,4,SCV-6,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HMTXV02.4G9X,small car,5,23,30,26,6,No,343
MITSUBISHI Mirage,1.2,3,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HMTXV01.2G5P,small car,7,37,43,39,9,Yes,226
MITSUBISHI Mirage,1.2,3,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HMTXV01.2G5P,small car,7,37,43,39,9,Yes,226
MITSUBISHI Mirage,1.2,3,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HMTXV01.2G5P,small car,7,33,41,36,8,Yes,242
MITSUBISHI Mirage,1.2,3,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HMTXV01.2G5P,small car,7,33,41,36,8,Yes,242
MITSUBISHI Mirage G4,1.2,3,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HMTXV01.2G5P,small car,7,35,42,37,8,Yes,237
MITSUBISHI Mirage G4,1.2,3,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HMTXV01.2G5P,small car,7,35,42,37,8,Yes,237
MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HMTXV01.2G5P,small car,7,33,40,35,8,Yes,249
MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HMTXV01.2G5P,small car,7,33,40,35,8,Yes,249
MITSUBISHI i-MiEV,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,HMTXV00.0E1T,small car,10,121,102,112,10,Elite,0
MITSUBISHI i-MiEV,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,HMTXV00.0E1T,small car,10,121,102,112,10,Elite,0
NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.7NAA,small car,6,18,26,21,4,No,426
NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.7NAA,small car,6,18,26,21,4,No,426
NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.7NAA,small car,6,19,26,22,5,No,411
NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.7NAA,small car,6,19,26,22,5,No,411
NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.7NAA,small car,6,17,24,20,4,No,447
NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.7NAA,small car,6,17,24,20,4,No,447
NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.7NAA,small car,6,18,25,21,4,No,433
NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.7NAA,small car,6,18,25,21,4,No,433
NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXT05.6N9A,standard SUV,6,14,19,16,2,No,555
NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXT05.6N9A,standard SUV,6,14,19,16,2,No,555
NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXT05.6N9A,standard SUV,6,13,18,15,2,No,588
NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXT05.6N9A,standard SUV,6,13,18,15,2,No,588
NISSAN GT-R,3.8,6,AutoMan-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.8NBA,small car,6,16,22,18,3,No,484
NISSAN GT-R,3.8,6,AutoMan-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV03.8NBA,small car,6,16,22,18,3,No,484
NISSAN Maxima,3.5,6,SCV-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HNSXV03.5N7B,midsize car,6,21,30,25,5,No,366
NISSAN Maxima,3.5,6,SCV-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV03.5N7B,midsize car,6,21,30,25,5,No,366
NISSAN Pathfinder,3.5,6,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HNSXT03.5P7A,small SUV,7,20,27,23,5,No,395
NISSAN Pathfinder,3.5,6,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HNSXT03.5P7A,small SUV,7,20,27,23,5,No,395
NISSAN Pathfinder,3.5,6,CVT,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,HNSXT03.5P7A,small SUV,7,19,26,22,5,No,404
NISSAN Pathfinder,3.5,6,CVT,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,HNSXT03.5P7A,small SUV,7,19,26,22,5,No,404
NISSAN Pathfinder 4WD Platinum,3.5,6,CVT,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,HNSXT03.5N7B,small SUV,6,19,26,21,4,No,415
NISSAN Pathfinder 4WD Platinum,3.5,6,CVT,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXT03.5N7B,small SUV,6,19,26,21,4,No,415
NISSAN Titan,5.6,8,SemiAuto-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXT05.6N9A,pickup,6,15,21,18,3,No,505
NISSAN Titan,5.6,8,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXT05.6N9A,pickup,6,15,21,18,3,No,505
NISSAN Titan,5.6,8,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXT05.6N9A,pickup,6,15,21,18,3,No,505
NISSAN Titan,5.6,8,SemiAuto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXT05.6N9A,pickup,6,15,21,18,3,No,505
NISSAN Titan Pro-4X,5.6,8,SemiAuto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXT05.6N9A,pickup,6,15,20,17,3,No,529
NISSAN Titan Pro-4X,5.6,8,SemiAuto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXT05.6N9A,pickup,6,15,20,17,3,No,529
NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV01.6N4A,small car,6,26,35,29,7,Yes,302
NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV01.6N4A,small car,6,26,35,29,7,Yes,302
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV01.6N4A,small car,6,31,39,34,8,Yes,260
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV01.6N4A,small car,6,31,39,34,8,Yes,260
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,HNSXV01.6N4A,small car,6,27,36,30,7,Yes,296
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,CA,U2,California LEV-II ULEV,HNSXV01.6N4A,small car,6,27,36,30,7,Yes,296
PORSCHE 911 Carrera,3,6,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,22,30,25,5,No,355
PORSCHE 911 Carrera,3,6,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,22,30,25,5,No,355
PORSCHE 911 Carrera,3,6,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,20,29,23,5,No,382
PORSCHE 911 Carrera,3,6,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,20,29,23,5,No,382
PORSCHE 911 Carrera 4,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,22,28,24,5,No,362
PORSCHE 911 Carrera 4,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,22,28,24,5,No,362
PORSCHE 911 Carrera 4,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,20,28,23,5,No,389
PORSCHE 911 Carrera 4,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,20,28,23,5,No,389
PORSCHE 911 Carrera 4 Cabriolet,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,21,28,24,5,No,370
PORSCHE 911 Carrera 4 Cabriolet,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,21,28,24,5,No,370
PORSCHE 911 Carrera 4 Cabriolet,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,19,28,22,5,No,395
PORSCHE 911 Carrera 4 Cabriolet,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,19,28,22,5,No,395
PORSCHE 911 Carrera 4S,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,21,28,24,5,No,373
PORSCHE 911 Carrera 4S,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,21,28,24,5,No,373
PORSCHE 911 Carrera 4S,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,20,28,23,5,No,392
PORSCHE 911 Carrera 4S,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,20,28,23,5,No,392
PORSCHE 911 Carrera 4S Cabriolet,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,21,28,24,5,No,371
PORSCHE 911 Carrera 4S Cabriolet,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,21,28,24,5,No,371
PORSCHE 911 Carrera 4S Cabriolet,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,19,28,22,5,No,396
PORSCHE 911 Carrera 4S Cabriolet,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,19,28,22,5,No,396
PORSCHE 911 Carrera Cabriolet,3,6,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,22,28,24,5,No,365
PORSCHE 911 Carrera Cabriolet,3,6,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,22,28,24,5,No,365
PORSCHE 911 Carrera Cabriolet,3,6,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,20,29,23,5,No,388
PORSCHE 911 Carrera Cabriolet,3,6,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,20,29,23,5,No,388
PORSCHE 911 Carrera S,3,6,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,22,28,24,5,No,363
PORSCHE 911 Carrera S,3,6,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,22,28,24,5,No,363
PORSCHE 911 Carrera S,3,6,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,20,29,23,5,No,389
PORSCHE 911 Carrera S,3,6,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,20,29,23,5,No,389
PORSCHE 911 Carrera S Cabriolet,3,6,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,22,28,24,5,No,367
PORSCHE 911 Carrera S Cabriolet,3,6,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,22,28,24,5,No,367
PORSCHE 911 Carrera S Cabriolet,3,6,Man-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,20,28,23,5,No,391
PORSCHE 911 Carrera S Cabriolet,3,6,Man-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,20,28,23,5,No,391
PORSCHE 911 Targa 4,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,22,28,24,5,No,367
PORSCHE 911 Targa 4,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,22,28,24,5,No,367
PORSCHE 911 Targa 4,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,19,28,22,5,No,395
PORSCHE 911 Targa 4,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,19,28,22,5,No,395
PORSCHE 911 Targa 4S,3,6,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,21,27,24,5,No,376
PORSCHE 911 Targa 4S,3,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,21,27,24,5,No,376
PORSCHE 911 Targa 4S,3,6,Man-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,HPRXV03.0C91,small car,5,19,28,22,5,No,396
PORSCHE 911 Targa 4S,3,6,Man-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.0C91,small car,5,19,28,22,5,No,396
PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,CA,L2LEV160,California LEV-II LEV160,HPRXV03.8T91,small car,5,19,24,21,4,No,428
PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,HPRXV03.8T91,small car,5,19,24,21,4,No,428
PORSCHE 911 Turbo Cabriolet,3.8,6,AMS-7,4WD,Gasoline,CA,L2LEV160,California LEV-II LEV160,HPRXV03.8T91,small car,5,19,24,21,4,No,430
